t_k_s,t_kp1_s,phase_kp1,e_h_x_Nms,e_h_y_Nms,e_h_z_Nms,e_h_inf_Nms,nmpc_active
29.760000,29.770000,DS_interstep,1.553221e-03,1.841090e-03,4.193704e-04,1.841090e-03,0
29.770000,29.780000,DS_interstep,1.523781e-03,1.810954e-03,3.980723e-04,1.810954e-03,0
29.780000,29.790000,DS_interstep,1.494682e-03,1.780392e-03,3.779480e-04,1.780392e-03,0
29.790000,29.800000,DS_interstep,1.465747e-03,1.749547e-03,3.583422e-04,1.749547e-03,0
29.800000,29.810000,DS_interstep,1.437084e-03,1.718515e-03,3.396227e-04,1.718515e-03,0
29.810000,29.820000,DS_interstep,1.408678e-03,1.687307e-03,3.218166e-04,1.687307e-03,0
29.820000,29.830000,DS_interstep,1.380461e-03,1.656075e-03,3.045869e-04,1.656075e-03,0
29.830000,29.840000,DS_interstep,1.352553e-03,1.624685e-03,2.881911e-04,1.624685e-03,0
29.840000,29.850000,DS_interstep,1.324867e-03,1.593197e-03,2.725710e-04,1.593197e-03,0
29.850000,29.860000,DS_interstep,1.297420e-03,1.561889e-03,2.575892e-04,1.561889e-03,0
29.860000,29.870000,DS_interstep,1.270252e-03,1.530618e-03,2.432804e-04,1.530618e-03,0
29.870000,29.880000,DS_interstep,1.243365e-03,1.499413e-03,2.296014e-04,1.499413e-03,0
29.880000,29.890000,DS_interstep,1.216710e-03,1.468321e-03,2.166183e-04,1.468321e-03,0
29.890000,29.900000,DS_interstep,1.190353e-03,1.437439e-03,2.042576e-04,1.437439e-03,0
29.900000,29.910000,DS_interstep,1.164248e-03,1.406775e-03,1.924817e-04,1.406775e-03,0
29.910000,29.920000,DS_interstep,1.138435e-03,1.376228e-03,1.813422e-04,1.376228e-03,0
29.920000,29.930000,DS_interstep,1.112943e-03,1.346049e-03,1.706053e-04,1.346049e-03,0
29.930000,29.940000,DS_interstep,1.087693e-03,1.316139e-03,1.605080e-04,1.316139e-03,0
29.940000,29.950000,DS_interstep,1.062791e-03,1.286446e-03,1.510022e-04,1.286446e-03,0
29.950000,29.960000,DS_interstep,1.038174e-03,1.257179e-03,1.418545e-04,1.257179e-03,0
29.960000,29.970000,DS_interstep,1.013872e-03,1.228249e-03,1.332227e-04,1.228249e-03,0
29.970000,29.980000,DS_interstep,9.899100e-04,1.199571e-03,1.251690e-04,1.199571e-03,0
29.980000,29.990000,DS_interstep,9.662332e-04,1.171332e-03,1.174328e-04,1.171332e-03,0
29.990000,30.000000,DS_interstep,9.429031e-04,1.143402e-03,1.103002e-04,1.143402e-03,0
30.000000,30.010000,DS_interstep,9.198709e-04,1.115969e-03,1.034099e-04,1.115969e-03,0
30.010000,30.020000,DS_interstep,8.972381e-04,1.088845e-03,9.703635e-05,1.088845e-03,0
30.020000,30.030000,DS_interstep,8.748929e-04,1.062082e-03,9.104281e-05,1.062082e-03,0
30.030000,30.040000,DS_interstep,8.528711e-04,1.035678e-03,8.538794e-05,1.035678e-03,0
30.040000,30.050000,DS_interstep,8.313129e-04,1.010003e-03,8.013874e-05,1.010003e-03,0
30.050000,30.060000,DS_interstep,8.099855e-04,9.844239e-04,7.526859e-05,9.844239e-04,0
30.060000,30.070000,DS_interstep,7.890524e-04,9.592973e-04,7.062892e-05,9.592973e-04,0
30.070000,30.080000,DS_interstep,7.685103e-04,9.348337e-04,6.639667e-05,9.348337e-04,0
30.080000,30.090000,DS_interstep,7.482992e-04,9.104855e-04,6.234620e-05,9.104855e-04,0
30.090000,30.100000,DS_interstep,7.284435e-04,8.866778e-04,5.882602e-05,8.866778e-04,0
30.100000,30.110000,DS_interstep,7.089727e-04,8.633530e-04,5.534159e-05,8.633530e-04,0
30.110000,30.120000,DS_interstep,6.898553e-04,8.404447e-04,5.231918e-05,8.404447e-04,0
30.120000,30.130000,DS_interstep,6.711135e-04,8.178338e-04,4.937286e-05,8.178338e-04,0
30.130000,30.140000,DS_interstep,6.527316e-04,7.958165e-04,4.684122e-05,7.958165e-04,0
30.140000,30.150000,DS_interstep,6.347299e-04,7.740006e-04,4.452888e-05,7.740006e-04,0
30.150000,30.160000,DS_interstep,6.170856e-04,7.527858e-04,4.238449e-05,7.527858e-04,0
30.160000,30.170000,DS_interstep,5.998121e-04,7.319489e-04,4.039094e-05,7.319489e-04,0
30.170000,30.180000,DS_interstep,5.829056e-04,7.115014e-04,3.873841e-05,7.115014e-04,0
30.180000,30.190000,DS_interstep,5.663760e-04,6.913411e-04,3.728910e-05,6.913411e-04,0
30.190000,30.200000,DS_interstep,5.502009e-04,6.718519e-04,3.581970e-05,6.718519e-04,0
30.200000,30.210000,DS_interstep,5.343864e-04,6.524238e-04,3.472797e-05,6.524238e-04,0
30.210000,30.220000,DS_interstep,5.189551e-04,6.336744e-04,3.378239e-05,6.336744e-04,0
30.220000,30.230000,DS_interstep,5.038574e-04,6.152605e-04,3.295549e-05,6.152605e-04,0
30.230000,30.240000,DS_interstep,4.891313e-04,5.971192e-04,3.223814e-05,5.971192e-04,0
30.240000,30.250000,DS_interstep,4.747590e-04,5.794148e-04,3.182378e-05,5.794148e-04,0
30.250000,30.260000,DS_interstep,4.607371e-04,5.621402e-04,3.137767e-05,5.621402e-04,0
30.260000,30.270000,DS_interstep,4.470611e-04,5.452986e-04,3.109480e-05,5.452986e-04,0
30.270000,30.280000,DS_interstep,4.337293e-04,5.286715e-04,3.105436e-05,5.286715e-04,0
30.280000,30.290000,DS_interstep,4.207387e-04,5.124618e-04,3.105378e-05,5.124618e-04,0
30.290000,30.300000,DS_interstep,4.080873e-04,4.967656e-04,3.106554e-05,4.967656e-04,0
30.300000,30.310000,DS_interstep,3.957662e-04,4.812510e-04,3.138893e-05,4.812510e-04,0
30.310000,30.320000,DS_interstep,3.837706e-04,4.661374e-04,3.160118e-05,4.661374e-04,0
30.320000,30.330000,DS_interstep,3.721040e-04,4.513934e-04,3.210340e-05,4.513934e-04,0
30.330000,30.340000,DS_interstep,3.607468e-04,4.371273e-04,3.267099e-05,4.371273e-04,0
30.340000,30.350000,DS_interstep,3.497184e-04,4.229143e-04,3.321269e-05,4.229143e-04,0
30.350000,30.360000,DS_interstep,3.389849e-04,4.093718e-04,3.389082e-05,4.093718e-04,0
30.360000,30.370000,DS_interstep,3.285591e-04,3.958617e-04,3.461821e-05,3.958617e-04,0
30.370000,30.380000,DS_interstep,3.184220e-04,3.828798e-04,3.548753e-05,3.828798e-04,0
30.380000,30.390000,DS_interstep,3.085885e-04,3.702373e-04,3.636789e-05,3.702373e-04,0
30.390000,30.400000,DS_interstep,2.990509e-04,3.578047e-04,3.738366e-05,3.578047e-04,0
30.400000,30.410000,DS_interstep,2.897835e-04,3.456807e-04,3.839336e-05,3.456807e-04,0
30.410000,30.420000,DS_interstep,2.807786e-04,3.339448e-04,3.941797e-05,3.339448e-04,0
30.420000,30.430000,DS_interstep,2.720680e-04,3.225109e-04,4.062816e-05,3.225109e-04,0
30.430000,30.440000,DS_interstep,2.636047e-04,3.114422e-04,4.183190e-05,3.114422e-04,0
30.440000,30.450000,DS_interstep,2.554171e-04,3.004408e-04,4.301906e-05,3.004408e-04,0
30.450000,30.460000,DS_interstep,2.474672e-04,2.899061e-04,4.438713e-05,2.899061e-04,0
30.460000,30.470000,DS_interstep,2.397681e-04,2.797087e-04,4.560741e-05,2.797087e-04,0
30.470000,30.480000,DS_interstep,2.323214e-04,2.696469e-04,4.701643e-05,2.696469e-04,0
30.480000,30.490000,DS_interstep,2.250878e-04,2.599211e-04,4.845949e-05,2.599211e-04,0
30.490000,30.500000,DS_interstep,2.181116e-04,2.505104e-04,4.987574e-05,2.505104e-04,0
30.500000,30.510000,DS_interstep,2.113459e-04,2.412994e-04,5.122905e-05,2.412994e-04,0
30.510000,30.520000,DS_interstep,2.047912e-04,2.323790e-04,5.283450e-05,2.323790e-04,0
30.520000,30.530000,DS_interstep,1.984587e-04,2.236614e-04,5.426961e-05,2.236614e-04,0
30.530000,30.540000,DS_interstep,1.923380e-04,2.153080e-04,5.574257e-05,2.153080e-04,0
30.540000,30.550000,DS_interstep,1.864036e-04,2.071175e-04,5.734539e-05,2.071175e-04,0
30.550000,30.560000,DS_interstep,1.806786e-04,1.991841e-04,5.887438e-05,1.991841e-04,0
30.560000,30.570000,DS_interstep,1.751395e-04,1.914004e-04,6.042365e-05,1.914004e-04,0
30.570000,30.580000,DS_interstep,1.697861e-04,1.840398e-04,6.209236e-05,1.840398e-04,0
30.580000,30.590000,DS_interstep,1.646120e-04,1.767191e-04,6.357220e-05,1.767191e-04,0
30.590000,30.600000,DS_interstep,1.596169e-04,1.696950e-04,6.516336e-05,1.696950e-04,0
30.600000,30.610000,DS_interstep,1.547852e-04,1.628858e-04,6.676221e-05,1.628858e-04,0
30.610000,30.620000,DS_interstep,1.501270e-04,1.562624e-04,6.836341e-05,1.562624e-04,0
30.620000,30.630000,DS_interstep,1.456180e-04,1.498304e-04,6.996426e-05,1.498304e-04,0
30.630000,30.640000,DS_interstep,1.412663e-04,1.435652e-04,7.156448e-05,1.435652e-04,0
30.640000,30.650000,DS_interstep,1.370779e-04,1.376711e-04,7.305818e-05,1.376711e-04,0
30.650000,30.660000,DS_interstep,1.330108e-04,1.317325e-04,7.474380e-05,1.330108e-04,0
30.660000,30.670000,DS_interstep,1.291081e-04,1.261301e-04,7.621753e-05,1.291081e-04,0
30.670000,30.680000,DS_interstep,1.253235e-04,1.205688e-04,7.777780e-05,1.253235e-04,0
30.680000,30.690000,DS_interstep,1.216773e-04,1.153352e-04,7.932456e-05,1.216773e-04,0
30.690000,30.700000,DS_interstep,1.181476e-04,1.102084e-04,8.085124e-05,1.181476e-04,0
30.700000,30.710000,DS_interstep,1.147615e-04,1.052095e-04,8.245884e-05,1.147615e-04,0
30.710000,30.720000,DS_interstep,1.114835e-04,1.002890e-04,8.384476e-05,1.114835e-04,0
30.720000,30.730000,DS_interstep,1.083272e-04,9.577561e-05,8.540622e-05,1.083272e-04,0
30.730000,30.740000,DS_interstep,1.052613e-04,9.123213e-05,8.684262e-05,1.052613e-04,0
30.740000,30.750000,DS_interstep,1.023214e-04,8.677506e-05,8.825161e-05,1.023214e-04,0
30.750000,30.760000,DS_interstep,9.948400e-05,8.266692e-05,8.973336e-05,9.948400e-05,0
30.760000,30.770000,DS_interstep,9.673882e-05,7.842914e-05,9.108362e-05,9.673882e-05,0
30.770000,30.780000,DS_interstep,9.408820e-05,7.463485e-05,9.250379e-05,9.408820e-05,0
30.780000,30.790000,DS_interstep,9.153810e-05,7.068244e-05,9.389075e-05,9.389075e-05,0
30.790000,30.800000,DS_interstep,8.907559e-05,6.696530e-05,9.524536e-05,9.524536e-05,0
30.800000,30.810000,DS_interstep,8.669834e-05,6.346911e-05,9.656572e-05,9.656572e-05,0
30.810000,30.820000,DS_interstep,8.439953e-05,5.990015e-05,9.774993e-05,9.774993e-05,0
30.820000,30.830000,DS_interstep,8.218299e-05,5.663802e-05,9.909993e-05,9.909993e-05,0
30.830000,30.840000,DS_interstep,8.005040e-05,5.328226e-05,1.004122e-04,1.004122e-04,0
30.840000,30.850000,DS_interstep,7.797348e-05,5.022484e-05,1.014879e-04,1.014879e-04,0
30.850000,30.860000,SS,-9.207025e-03,-1.692235e-02,4.794949e-02,4.794949e-02,0
30.860000,30.960000,SS,-8.261665e-03,-2.558915e-02,5.721225e-02,5.721225e-02,1
30.960000,31.060000,SS,-6.622018e-03,-2.474467e-02,5.723661e-02,5.723661e-02,1
31.060000,31.160000,SS,-6.421851e-03,-2.609180e-02,5.444687e-02,5.444687e-02,1
31.160000,31.260000,SS,-5.313601e-03,-2.948266e-02,5.762449e-02,5.762449e-02,1
31.260000,31.360000,SS,-4.434926e-03,-3.235993e-02,5.966964e-02,5.966964e-02,1
31.360000,31.460000,SS,-3.973533e-03,-3.410495e-02,5.937773e-02,5.937773e-02,1
31.460000,31.560000,SS,-3.607347e-03,-3.587897e-02,5.926470e-02,5.926470e-02,1
31.560000,31.660000,SS,-3.379967e-03,-3.768510e-02,5.933544e-02,5.933544e-02,1
31.660000,31.760000,SS,-3.371386e-03,-3.998871e-02,6.029527e-02,6.029527e-02,1
31.760000,31.860000,SS,-3.423463e-03,-4.212699e-02,6.117487e-02,6.117487e-02,1
31.860000,31.960000,SS,-3.683703e-03,-4.370653e-02,6.101717e-02,6.101717e-02,1
31.960000,32.060000,SS,-4.058103e-03,-4.503336e-02,6.044412e-02,6.044412e-02,1
32.060000,32.160000,SS,-4.537843e-03,-4.608286e-02,5.941924e-02,5.941924e-02,1
32.160000,32.260000,SS,-5.125806e-03,-4.739366e-02,5.889279e-02,5.889279e-02,1
32.260000,32.360000,SS,-5.711413e-03,-4.865186e-02,5.838926e-02,5.838926e-02,1
32.360000,32.460000,SS,-6.390541e-03,-4.940786e-02,5.697797e-02,5.697797e-02,1
32.460000,32.560000,SS,-7.105777e-03,-4.986039e-02,5.504716e-02,5.504716e-02,1
32.560000,32.660000,SS,-7.800606e-03,-4.997122e-02,5.263628e-02,5.263628e-02,1
32.660000,32.760000,SS,-8.415386e-03,-4.985042e-02,5.009017e-02,5.009017e-02,1
32.760000,32.860000,SS,-8.989219e-03,-4.970897e-02,4.761746e-02,4.970897e-02,1
32.860000,32.960000,SS,-9.598889e-03,-4.935280e-02,4.471217e-02,4.935280e-02,1
32.960000,33.060000,SS,-1.023641e-02,-4.877293e-02,4.137427e-02,4.877293e-02,1
33.060000,33.160000,SS,-1.086453e-02,-4.805775e-02,3.780426e-02,4.805775e-02,1
33.160000,33.260000,SS,-1.146365e-02,-4.720762e-02,3.406946e-02,4.720762e-02,1
33.260000,33.360000,SS,-1.200287e-02,-4.627866e-02,3.032489e-02,4.627866e-02,1
33.360000,33.460000,SS,-1.248358e-02,-4.522261e-02,2.646869e-02,4.522261e-02,1
33.460000,33.560000,SS,-1.291994e-02,-4.398934e-02,2.240798e-02,4.398934e-02,1
33.560000,33.660000,SS,-1.327370e-02,-4.259843e-02,1.826571e-02,4.259843e-02,1
33.660000,33.760000,SS,-1.340707e-02,-4.079137e-02,1.394857e-02,4.079137e-02,1
33.760000,33.860000,SS,-1.335673e-02,-3.856269e-02,9.384491e-03,3.856269e-02,1
33.860000,33.960000,SS,-1.320369e-02,-3.617798e-02,4.848780e-03,3.617798e-02,1
33.960000,34.060000,SS,-1.295431e-02,-3.365474e-02,3.779682e-04,3.365474e-02,1
34.060000,34.160000,SS,-1.261011e-02,-3.100285e-02,-4.002225e-03,3.100285e-02,1
34.160000,34.260000,SS,-1.217468e-02,-2.823013e-02,-8.264169e-03,2.823013e-02,1
34.260000,34.360000,SS,-1.161124e-02,-2.505857e-02,-1.281045e-02,2.505857e-02,1
34.360000,34.460000,SS,-1.095926e-02,-2.166676e-02,-1.738399e-02,2.166676e-02,1
34.460000,34.560000,SS,-1.021996e-02,-1.823646e-02,-2.166873e-02,2.166873e-02,1
34.560000,34.660000,SS,-9.405858e-03,-1.478748e-02,-2.566633e-02,2.566633e-02,1
34.660000,34.760000,SS,-8.521686e-03,-1.126097e-02,-2.944428e-02,2.944428e-02,1
34.760000,34.860000,SS,-7.527010e-03,-7.433784e-03,-3.333192e-02,3.333192e-02,1
34.860000,34.960000,SS,-6.434037e-03,-3.199386e-03,-3.748476e-02,3.748476e-02,1
34.960000,35.060000,SS,-5.315460e-03,1.134080e-03,-4.145480e-02,4.145480e-02,1
35.060000,35.160000,SS,-4.159615e-03,5.386504e-03,-4.497879e-02,4.497879e-02,1
35.160000,35.260000,SS,-2.967853e-03,9.542802e-03,-4.802003e-02,4.802003e-02,1
35.260000,35.360000,SS,-1.736168e-03,1.367262e-02,-5.075953e-02,5.075953e-02,1
35.360000,35.460000,SS,-3.605319e-04,1.836421e-02,-5.398422e-02,5.398422e-02,1
35.460000,35.560000,SS,9.603545e-04,2.299504e-02,-5.691037e-02,5.691037e-02,1
35.560000,35.660000,SS,2.241336e-03,2.722562e-02,-5.915448e-02,5.915448e-02,1
35.660000,35.760000,SS,3.494594e-03,3.131457e-02,-6.099411e-02,6.099411e-02,1
35.760000,35.860000,SS,4.694364e-03,3.522955e-02,-6.247601e-02,6.247601e-02,1
35.860000,35.960000,SS,6.095686e-03,3.989103e-02,-6.462562e-02,6.462562e-02,1
35.960000,36.060000,SS,7.404065e-03,4.428597e-02,-6.634264e-02,6.634264e-02,1
36.060000,36.160000,SS,8.599776e-03,4.829004e-02,-6.750983e-02,6.750983e-02,1
36.160000,36.260000,SS,9.684535e-03,5.190683e-02,-6.816592e-02,6.816592e-02,1
36.260000,36.360000,SS,1.066276e-02,5.510625e-02,-6.829274e-02,6.829274e-02,1
36.360000,36.460000,SS,1.177011e-02,5.869810e-02,-6.873728e-02,6.873728e-02,1
36.460000,36.560000,SS,1.286058e-02,6.227662e-02,-6.913061e-02,6.913061e-02,1
36.560000,36.660000,SS,1.375247e-02,6.529005e-02,-6.899159e-02,6.899159e-02,1
36.660000,36.760000,SS,1.447358e-02,6.774804e-02,-6.832452e-02,6.832452e-02,1
36.760000,36.860000,SS,1.503959e-02,6.963786e-02,-6.713164e-02,6.963786e-02,1
36.860000,36.960000,SS,1.562432e-02,7.145594e-02,-6.586656e-02,7.145594e-02,1
36.960000,37.060000,SS,1.637420e-02,7.368135e-02,-6.498198e-02,7.368135e-02,1
37.060000,37.160000,SS,1.686525e-02,7.522154e-02,-6.360201e-02,7.522154e-02,1
37.160000,37.260000,SS,1.713112e-02,7.608437e-02,-6.177809e-02,7.608437e-02,1
37.260000,37.360000,SS,1.722013e-02,7.628736e-02,-5.944162e-02,7.628736e-02,1
37.360000,37.460000,SS,1.717415e-02,7.591206e-02,-5.668230e-02,7.591206e-02,1
37.460000,37.560000,SS,1.757386e-02,7.649840e-02,-5.472159e-02,7.649840e-02,1
37.560000,37.660000,SS,1.769123e-02,7.636730e-02,-5.227613e-02,7.636730e-02,1
37.660000,37.760000,SS,1.752172e-02,7.547765e-02,-4.954279e-02,7.547765e-02,1
37.760000,37.860000,SS,1.717683e-02,7.388246e-02,-4.629454e-02,7.388246e-02,1
37.860000,37.960000,SS,1.667322e-02,7.161315e-02,-4.258750e-02,7.161315e-02,1
37.960000,38.060000,SS,1.648975e-02,6.931669e-02,-3.811402e-02,6.931669e-02,1
38.060000,38.160000,SS,1.627600e-02,6.650691e-02,-3.297071e-02,6.650691e-02,1
38.160000,38.260000,SS,1.579244e-02,6.311546e-02,-2.780868e-02,6.311546e-02,1
38.260000,38.360000,SS,1.513068e-02,5.913394e-02,-2.240710e-02,5.913394e-02,1
38.360000,38.460000,SS,1.434669e-02,5.460455e-02,-1.667418e-02,5.460455e-02,1
38.460000,38.560000,SS,1.345068e-02,4.956291e-02,-1.065698e-02,4.956291e-02,1
38.560000,38.660000,SS,1.246441e-02,4.403856e-02,-4.350899e-03,4.403856e-02,1
38.660000,38.760000,SS,1.169684e-02,3.792582e-02,1.202480e-03,3.792582e-02,1
38.760000,38.860000,SS,1.163917e-02,3.127152e-02,7.025951e-03,3.127152e-02,1
38.860000,38.960000,SS,1.084029e-02,2.492914e-02,1.124909e-02,2.492914e-02,1
38.960000,39.060000,SS,9.403792e-03,1.922302e-02,1.330016e-02,1.922302e-02,1
39.060000,39.160000,SS,7.836095e-03,1.374392e-02,1.508307e-02,1.508307e-02,1
39.160000,39.260000,SS,6.212726e-03,8.552620e-03,1.656776e-02,1.656776e-02,1
39.260000,39.360000,SS,4.567213e-03,3.729995e-03,1.762051e-02,1.762051e-02,1
39.360000,39.460000,SS,2.975561e-03,-7.248811e-04,1.841362e-02,1.841362e-02,1
39.460000,39.560000,SS,1.472024e-03,-4.828198e-03,1.903112e-02,1.903112e-02,1
39.560000,39.660000,SS,7.510266e-05,-8.557306e-03,1.946706e-02,1.946706e-02,1
39.660000,39.760000,SS,-1.195075e-03,-1.190455e-02,1.976091e-02,1.976091e-02,1
39.760000,39.860000,SS,-2.328079e-03,-1.487385e-02,1.994246e-02,1.994246e-02,1
39.860000,39.960000,SS,-3.317443e-03,-1.746538e-02,2.002715e-02,2.002715e-02,1
39.960000,40.070000,DS_interstep,-1.114902e-01,4.547934e-01,-9.493501e-02,4.547934e-01,0
40.070000,40.080000,DS_interstep,-5.288005e-02,1.746588e-01,-1.248399e-01,1.746588e-01,0
40.080000,40.090000,DS_interstep,-1.094225e-02,3.026688e-03,-5.879741e-02,5.879741e-02,0
40.090000,40.100000,DS_interstep,1.102112e-02,-7.414089e-02,-6.150896e-03,7.414089e-02,0
40.100000,40.110000,DS_interstep,2.035560e-02,-1.003793e-01,2.716788e-02,1.003793e-01,0
40.110000,40.120000,DS_interstep,2.275987e-02,-1.005824e-01,4.159903e-02,1.005824e-01,0
40.120000,40.130000,DS_interstep,2.174952e-02,-8.928187e-02,4.427897e-02,8.928187e-02,0
40.130000,40.140000,DS_interstep,1.896495e-02,-7.357792e-02,3.897748e-02,7.357792e-02,0
40.140000,40.150000,DS_interstep,1.428370e-02,-5.503856e-02,2.655401e-02,5.503856e-02,0
40.150000,40.160000,DS_interstep,1.042637e-02,-3.995247e-02,1.529459e-02,3.995247e-02,0
40.160000,40.170000,DS_interstep,8.466196e-03,-3.071959e-02,8.649946e-03,3.071959e-02,0
40.170000,40.180000,DS_interstep,7.826605e-03,-2.589237e-02,5.240872e-03,2.589237e-02,0
40.180000,40.190000,DS_interstep,7.113320e-03,-2.235306e-02,1.517129e-03,2.235306e-02,0
40.190000,40.200000,DS_interstep,5.513851e-03,-1.811768e-02,-4.134543e-03,1.811768e-02,0
40.200000,40.210000,DS_interstep,3.565056e-03,-1.401629e-02,-9.800830e-03,1.401629e-02,0
40.210000,40.220000,DS_interstep,1.762740e-03,-1.090444e-02,-1.403697e-02,1.403697e-02,0
40.220000,40.230000,DS_interstep,2.420558e-04,-8.901219e-03,-1.663890e-02,1.663890e-02,0
40.230000,40.240000,DS_interstep,-1.023810e-03,-7.748625e-03,-1.790097e-02,1.790097e-02,0
40.240000,40.250000,DS_interstep,-2.069107e-03,-7.193747e-03,-1.814103e-02,1.814103e-02,0
40.250000,40.260000,DS_interstep,-2.910476e-03,-7.026308e-03,-1.758161e-02,1.758161e-02,0
40.260000,40.270000,DS_interstep,-3.551798e-03,-7.091181e-03,-1.639705e-02,1.639705e-02,0
40.270000,40.280000,DS_interstep,-4.004553e-03,-7.275699e-03,-1.478542e-02,1.478542e-02,0
40.280000,40.290000,DS_interstep,-4.295166e-03,-7.492037e-03,-1.296315e-02,1.296315e-02,0
40.290000,40.300000,DS_interstep,-4.458977e-03,-7.675079e-03,-1.113275e-02,1.113275e-02,0
40.300000,40.310000,DS_interstep,-4.529918e-03,-7.783585e-03,-9.441176e-03,9.441176e-03,0
40.310000,40.320000,DS_interstep,-4.533453e-03,-7.801904e-03,-7.964703e-03,7.964703e-03,0
40.320000,40.330000,DS_interstep,-4.485672e-03,-7.730929e-03,-6.723045e-03,7.730929e-03,0
40.330000,40.340000,DS_interstep,-4.395849e-03,-7.581889e-03,-5.696040e-03,7.581889e-03,0
40.340000,40.350000,DS_interstep,-4.270147e-03,-7.370815e-03,-4.848498e-03,7.370815e-03,0
40.350000,40.360000,DS_interstep,-4.114277e-03,-7.113195e-03,-4.140982e-03,7.113195e-03,0
40.360000,40.370000,DS_interstep,-3.934605e-03,-6.824036e-03,-3.540970e-03,6.824036e-03,0
40.370000,40.380000,DS_interstep,-3.738328e-03,-6.515705e-03,-3.021541e-03,6.515705e-03,0
40.380000,40.390000,DS_interstep,-3.532859e-03,-6.199382e-03,-2.563370e-03,6.199382e-03,0
40.390000,40.400000,DS_interstep,-3.325141e-03,-5.883735e-03,-2.152076e-03,5.883735e-03,0
40.400000,40.410000,DS_interstep,-3.120854e-03,-5.576796e-03,-1.776727e-03,5.576796e-03,0
40.410000,40.420000,DS_interstep,-2.924356e-03,-5.283775e-03,-1.428571e-03,5.283775e-03,0
40.420000,40.430000,DS_interstep,-2.738364e-03,-5.009326e-03,-1.100545e-03,5.009326e-03,0
40.430000,40.440000,DS_interstep,-2.564189e-03,-4.755867e-03,-7.861861e-04,4.755867e-03,0
40.440000,40.450000,DS_interstep,-2.402560e-03,-4.524833e-03,-4.820394e-04,4.524833e-03,0
40.450000,40.460000,DS_interstep,-2.253804e-03,-4.317318e-03,-1.871399e-04,4.317318e-03,0
40.460000,40.470000,DS_interstep,-2.116046e-03,-4.132518e-03,1.055413e-04,4.132518e-03,0
40.470000,40.480000,DS_interstep,-1.987791e-03,-3.967907e-03,3.973744e-04,3.967907e-03,0
40.480000,40.490000,DS_interstep,-1.867698e-03,-3.820825e-03,6.896393e-04,3.820825e-03,0
40.490000,40.500000,DS_interstep,-1.754720e-03,-3.688227e-03,9.803745e-04,3.688227e-03,0
40.500000,40.510000,DS_interstep,-1.647889e-03,-3.568223e-03,1.269259e-03,3.568223e-03,0
40.510000,40.520000,DS_interstep,-1.546444e-03,-3.458525e-03,1.554210e-03,3.458525e-03,0
40.520000,40.530000,DS_interstep,-1.449728e-03,-3.357151e-03,1.833768e-03,3.357151e-03,0
40.530000,40.540000,DS_interstep,-1.357047e-03,-3.262943e-03,2.106205e-03,3.262943e-03,0
40.540000,40.550000,DS_interstep,-1.268009e-03,-3.174658e-03,2.369609e-03,3.174658e-03,0
40.550000,40.560000,DS_interstep,-1.182046e-03,-3.090938e-03,2.622994e-03,3.090938e-03,0
40.560000,40.570000,DS_interstep,-1.098968e-03,-3.011317e-03,2.864293e-03,3.011317e-03,0
40.570000,40.580000,DS_interstep,-1.018459e-03,-2.934851e-03,3.092797e-03,3.092797e-03,0
40.580000,40.590000,DS_interstep,-9.402639e-04,-2.861186e-03,3.308057e-03,3.308057e-03,0
40.590000,40.600000,DS_interstep,-8.642102e-04,-2.789323e-03,3.508897e-03,3.508897e-03,0
40.600000,40.610000,DS_interstep,-7.900913e-04,-2.719266e-03,3.694800e-03,3.694800e-03,0
40.610000,40.620000,DS_interstep,-7.179662e-04,-2.650028e-03,3.865551e-03,3.865551e-03,0
40.620000,40.630000,DS_interstep,-6.476812e-04,-2.581769e-03,4.020245e-03,4.020245e-03,0
40.630000,40.640000,DS_interstep,-5.792756e-04,-2.513868e-03,4.159565e-03,4.159565e-03,0
40.640000,40.650000,DS_interstep,-5.129244e-04,-2.446138e-03,4.282917e-03,4.282917e-03,0
40.650000,40.660000,DS_interstep,-4.485789e-04,-2.378520e-03,4.390981e-03,4.390981e-03,0
40.660000,40.670000,DS_interstep,-3.863907e-04,-2.310971e-03,4.483589e-03,4.483589e-03,0
40.670000,40.680000,DS_interstep,-3.264242e-04,-2.243393e-03,4.561791e-03,4.561791e-03,0
40.680000,40.690000,DS_interstep,-2.687978e-04,-2.175952e-03,4.625937e-03,4.625937e-03,0
40.690000,40.700000,DS_interstep,-2.136882e-04,-2.108673e-03,4.676572e-03,4.676572e-03,0
40.700000,40.710000,DS_interstep,-1.610796e-04,-2.041709e-03,4.714873e-03,4.714873e-03,0
40.710000,40.720000,DS_interstep,-1.110920e-04,-1.975008e-03,4.741550e-03,4.741550e-03,0
40.720000,40.730000,DS_interstep,-6.380496e-05,-1.909117e-03,4.757220e-03,4.757220e-03,0
40.730000,40.740000,DS_interstep,-1.929867e-05,-1.843848e-03,4.763064e-03,4.763064e-03,0
40.740000,40.750000,DS_interstep,2.242655e-05,-1.779635e-03,4.759768e-03,4.759768e-03,0
40.750000,40.760000,DS_interstep,6.142026e-05,-1.716338e-03,4.748382e-03,4.748382e-03,0
40.760000,40.770000,DS_interstep,9.759350e-05,-1.654427e-03,4.729753e-03,4.729753e-03,0
40.770000,40.780000,DS_interstep,1.310077e-04,-1.593932e-03,4.704157e-03,4.704157e-03,0
40.780000,40.790000,DS_interstep,1.617263e-04,-1.534890e-03,4.673085e-03,4.673085e-03,0
